claim_id,worker_id,baseline_hourly_income,actual_hourly_income,earnings_drop_ratio,disruption_hours,active_hours_during_disruption,orders_completed_during_disruption,avg_orders_per_hour,gps_zone_match,distance_from_zone_center,past_claim_count,claim_frequency,approval_ratio,zone_risk_score,disruption_type
538,638,136.15,11.54,0.9152,4,4,2,0.5,1,1.27,1,0.0312,1.0,0.71,weather
539,639,90.21,32.96,0.6346,4,4,0,0.0,1,1.65,2,0.0571,1.0,0.8,curfew
540,640,103.01,29.78,0.7109,4,4,3,0.75,1,1.53,2,0.2222,1.0,0.7,weather
541,641,127.19,26.73,0.7898,5,5,1,0.2,1,0.62,0,0.0,1.0,0.73,weather
542,642,124.69,0.0,1.0,3,3,0,0.0,1,0.67,2,1.0,0.0,0.27,weather
543,643,126.67,30.75,0.7572,5,5,1,0.2,1,2.92,2,0.0392,1.0,0.58,weather
544,644,112.11,85.16,0.2404,5,5,4,0.8,1,0.38,2,0.2222,0.0,0.29,weather
545,645,109.75,22.41,0.7958,5,5,1,0.2,1,2.24,0,0.0,1.0,0.45,curfew
546,646,119.02,30.66,0.7424,3,3,2,0.6667,1,1.57,1,0.0417,1.0,0.66,curfew
547,647,126.86,24.89,0.8038,4,4,3,0.75,1,1.73,2,0.1333,1.0,0.52,aqi
548,648,97.09,23.95,0.7533,3,3,0,0.0,1,2.34,2,0.1176,1.0,0.9,aqi
549,649,138.36,0.0,1.0,5,2,0,0.0,1,0.12,4,1.0,0.25,0.42,aqi
550,650,136.02,13.42,0.9013,5,5,2,0.4,1,1.35,2,0.04,1.0,0.71,weather
551,651,109.83,20.14,0.8166,4,4,3,0.75,1,2.79,2,0.3333,1.0,0.47,weather
552,652,117.75,34.42,0.7077,5,5,0,0.0,1,2.59,2,0.087,1.0,0.76,aqi
553,653,102.5,30.56,0.7019,3,3,2,0.6667,1,0.67,1,0.0769,1.0,0.82,aqi
554,654,124.26,21.69,0.8254,4,4,0,0.0,1,2.66,1,0.0192,1.0,0.75,aqi
555,655,114.83,24.91,0.7831,5,5,1,0.2,1,1.43,0,0.0,1.0,0.66,weather
556,656,144.8,18.88,0.8696,3,3,1,0.3333,0,25.98,3,0.3333,0.0,0.24,aqi
557,657,136.53,14.3,0.8953,5,5,0,0.0,1,2.56,2,0.0541,1.0,0.9,weather
558,658,113.26,35.94,0.6827,6,6,0,0.0,1,0.51,2,0.3333,1.0,0.82,weather
559,659,96.19,32.99,0.657,3,3,2,0.6667,1,0.56,1,0.0192,1.0,0.72,weather
560,660,107.19,25.97,0.7577,4,4,3,0.75,1,2.18,0,0.0,1.0,0.48,weather
561,661,122.55,20.99,0.8287,3,3,2,0.6667,0,12.83,6,1.2,0.1667,0.17,aqi
562,662,122.43,11.52,0.9059,5,5,0,0.0,1,1.68,0,0.0,1.0,0.45,weather
563,663,132.28,27.83,0.7896,6,6,2,0.3333,0,22.33,4,0.8,0.0,0.39,weather
564,664,124.07,12.79,0.8969,6,6,3,0.5,1,0.74,2,0.087,1.0,0.72,aqi
565,665,98.62,36.87,0.6261,4,4,2,0.5,1,2.78,0,0.0,1.0,0.75,curfew
566,666,117.2,10.91,0.9069,5,5,3,0.6,1,0.78,1,0.0294,1.0,0.82,aqi
567,667,120.48,22.17,0.816,4,4,0,0.0,1,1.31,0,0.0,1.0,0.8,curfew
568,668,104.31,17.31,0.8341,6,6,1,0.1667,1,2.93,0,0.0,1.0,0.57,curfew
569,669,124.03,20.27,0.8366,6,6,1,0.1667,1,0.93,0,0.0,1.0,0.77,curfew
570,670,96.86,27.88,0.7122,6,6,2,0.3333,1,1.89,0,0.0,1.0,0.55,aqi
571,671,138.84,0.0,1.0,3,2,0,0.0,1,0.72,2,2.0,0.0,0.43,weather
572,672,117.18,18.75,0.84,4,4,3,0.75,1,0.99,1,0.0213,1.0,0.55,curfew
573,673,133.07,37.45,0.7186,6,6,0,0.0,1,1.96,2,0.0465,1.0,0.6,weather
574,674,112.15,26.47,0.764,3,3,0,0.0,1,0.5,1,0.0256,1.0,0.45,aqi
575,675,115.9,27.7,0.761,4,4,2,0.5,1,2.28,1,0.0345,1.0,0.62,weather
576,676,98.34,26.66,0.7289,6,6,2,0.3333,1,2.6,1,0.0769,1.0,0.9,curfew
577,677,128.9,12.88,0.9001,3,3,2,0.6667,0,23.16,2,0.6667,0.0,0.36,aqi
578,678,127.39,23.63,0.8145,6,6,3,0.5,1,1.88,1,0.0312,1.0,0.58,weather
579,679,124.68,35.4,0.7161,3,3,1,0.3333,1,2.28,1,0.0476,1.0,0.86,curfew
580,680,124.09,31.15,0.749,3,3,0,0.0,1,1.95,0,0.0,1.0,0.47,curfew
581,681,117.9,12.35,0.8953,5,5,0,0.0,1,1.11,2,0.0455,1.0,0.73,curfew
582,682,93.17,0.0,1.0,5,3,0,0.0,1,1.12,5,5.0,0.6,0.31,aqi
583,683,115.26,38.82,0.6632,5,5,2,0.4,1,1.22,2,0.3333,1.0,0.86,curfew
584,684,93.69,24.19,0.7418,5,5,1,0.2,1,1.93,1,0.0217,1.0,0.8,curfew
585,685,97.61,11.54,0.8818,6,6,2,0.3333,0,15.04,4,0.4,0.25,0.44,weather
586,686,144.61,32.17,0.7775,4,4,3,0.75,1,1.42,1,0.0667,1.0,0.79,weather
587,687,110.57,12.53,0.8867,3,3,1,0.3333,1,1.99,1,0.0769,1.0,0.78,aqi
588,688,129.64,31.78,0.7549,4,4,1,0.25,1,1.03,1,0.02,1.0,0.43,aqi
589,689,93.15,23.92,0.7432,3,3,3,1.0,1,1.25,2,0.0392,1.0,0.52,curfew
590,690,105.76,25.91,0.755,6,6,3,0.5,1,0.53,1,0.0312,1.0,0.74,curfew
591,691,95.84,25.94,0.7293,3,3,2,0.6667,1,2.89,2,0.0645,1.0,0.86,aqi
592,692,138.14,17.66,0.8722,5,5,3,0.6,1,1.65,2,0.0426,1.0,0.52,curfew
593,693,121.2,30.33,0.7498,4,4,1,0.25,1,1.28,2,0.5,1.0,0.4,weather
594,694,96.23,0.0,1.0,3,2,0,0.0,1,0.77,4,0.8,0.0,0.11,weather
595,695,128.28,0.0,1.0,4,1,0,0.0,1,0.26,3,0.3,0.3333,0.36,weather
596,696,105.2,24.01,0.7718,4,4,0,0.0,1,2.1,1,0.0476,1.0,0.75,curfew
597,697,105.44,33.42,0.683,5,5,2,0.4,1,2.44,1,0.0357,1.0,0.57,weather
598,698,100.68,12.08,0.88,5,5,1,0.2,1,2.03,2,0.1333,1.0,0.65,weather
599,699,103.1,29.3,0.7158,6,6,3,0.5,1,2.29,0,0.0,1.0,0.44,curfew
600,700,91.13,24.93,0.7264,6,6,0,0.0,1,2.83,1,0.0217,1.0,0.53,curfew
601,701,124.48,25.46,0.7955,6,6,3,0.5,1,1.7,2,0.069,1.0,0.79,weather
602,702,113.07,30.68,0.7287,3,3,3,1.0,1,0.8,1,0.0263,1.0,0.57,aqi
603,703,111.92,35.6,0.6819,3,3,2,0.6667,1,0.7,1,0.0303,1.0,0.72,weather
604,704,129.64,18.97,0.8537,6,6,3,0.5,1,2.74,2,0.0455,1.0,0.58,weather
605,705,134.12,14.2,0.8941,6,6,1,0.1667,1,0.56,0,0.0,1.0,0.64,weather
606,706,119.98,38.95,0.6754,5,5,3,0.6,1,2.92,0,0.0,1.0,0.57,aqi
607,707,114.33,16.35,0.857,3,3,3,1.0,1,2.85,0,0.0,1.0,0.77,weather
608,708,134.13,24.67,0.8161,3,3,0,0.0,1,1.68,0,0.0,1.0,0.52,curfew
609,709,93.0,0.0,1.0,4,3,0,0.0,1,1.66,5,2.5,0.2,0.43,weather
610,710,96.85,27.85,0.7124,3,3,1,0.3333,1,0.66,1,0.0625,1.0,0.57,curfew
611,711,97.25,30.52,0.6862,5,5,1,0.2,1,1.3,0,0.0,1.0,0.7,aqi
612,712,135.45,13.36,0.9014,5,5,2,0.4,0,21.07,3,0.375,0.0,0.15,aqi
613,713,142.78,12.42,0.913,3,3,0,0.0,1,0.95,2,0.2222,1.0,0.73,aqi
614,714,131.54,16.18,0.877,6,6,2,0.3333,1,1.81,0,0.0,1.0,0.87,curfew
615,715,133.03,28.36,0.7868,4,4,0,0.0,1,2.07,1,0.0435,1.0,0.61,curfew
616,716,149.2,39.3,0.7366,3,3,2,0.6667,1,2.66,2,0.0526,1.0,0.51,curfew
617,717,93.18,13.38,0.8564,5,5,1,0.2,1,2.21,1,0.0294,1.0,0.49,curfew
618,718,128.69,18.55,0.8559,3,3,3,1.0,1,1.13,1,0.0233,1.0,0.42,curfew
619,719,137.13,19.7,0.8563,4,4,1,0.25,0,11.42,5,1.25,0.4,0.27,aqi
620,720,109.57,12.94,0.8819,3,3,3,1.0,1,2.67,0,0.0,1.0,0.44,curfew
621,721,98.7,37.84,0.6166,6,6,3,0.5,1,0.95,0,0.0,1.0,0.63,weather
622,722,102.13,13.82,0.8647,5,5,0,0.0,1,1.2,1,0.0909,1.0,0.63,weather
623,723,143.18,28.11,0.8037,4,4,1,0.25,1,1.95,0,0.0,1.0,0.44,curfew
624,724,125.49,35.11,0.7202,4,4,2,0.5,1,0.54,2,0.0645,1.0,0.84,weather
625,725,143.51,27.75,0.8066,4,4,1,0.25,1,2.78,1,0.25,1.0,0.89,weather
626,726,115.54,21.83,0.8111,3,3,0,0.0,1,1.63,0,0.0,1.0,0.68,weather
627,727,147.0,13.98,0.9049,6,6,2,0.3333,1,1.1,0,0.0,1.0,0.64,aqi
628,728,141.48,32.42,0.7709,6,6,0,0.0,1,2.94,0,0.0,1.0,0.84,aqi
629,729,127.61,31.12,0.7561,5,5,0,0.0,1,2.65,1,0.125,1.0,0.85,aqi
630,730,115.55,18.09,0.8434,5,5,1,0.2,1,2.47,2,0.2222,1.0,0.84,curfew
631,731,143.28,13.33,0.907,5,5,2,0.4,1,1.66,1,0.1667,1.0,0.58,curfew
632,732,123.65,33.21,0.7314,3,3,1,0.3333,1,2.95,2,0.1053,1.0,0.46,aqi
633,733,135.19,32.83,0.7572,4,4,2,0.5,1,1.38,2,0.0952,1.0,0.74,aqi
634,734,117.14,90.06,0.2312,5,5,4,0.8,1,0.24,6,0.6667,0.3333,0.28,aqi
635,735,101.3,36.52,0.6395,3,3,0,0.0,1,0.7,1,0.0667,1.0,0.88,weather
636,736,131.82,19.93,0.8488,5,5,1,0.2,0,20.41,4,4.0,0.25,0.49,weather
637,737,116.63,29.34,0.7484,6,6,2,0.3333,1,0.97,0,0.0,1.0,0.82,curfew
638,738,124.72,29.67,0.7621,6,6,2,0.3333,1,1.72,2,0.0435,1.0,0.67,curfew
639,739,124.04,36.95,0.7021,5,5,2,0.4,1,0.93,0,0.0,1.0,0.64,aqi
640,740,98.9,18.53,0.8126,3,3,1,0.3333,1,2.05,2,0.1429,1.0,0.67,weather
641,741,99.68,13.51,0.8645,4,4,2,0.5,1,1.94,1,0.0312,1.0,0.58,weather
642,742,129.93,39.34,0.6972,3,3,1,0.3333,1,1.43,0,0.0,1.0,0.67,weather
643,743,145.86,33.06,0.7733,6,6,3,0.5,1,2.82,0,0.0,1.0,0.89,curfew
644,744,128.83,18.87,0.8535,5,5,2,0.4,1,2.92,2,0.0385,1.0,0.73,curfew
645,745,110.32,13.37,0.8788,6,6,3,0.5,1,2.75,2,0.1667,1.0,0.68,aqi
646,746,111.44,83.05,0.2548,4,4,8,2.0,1,0.32,6,0.6,0.1667,0.41,aqi
647,747,122.3,23.36,0.809,3,3,0,0.0,1,2.94,0,0.0,1.0,0.65,curfew
648,748,144.51,20.83,0.8559,3,3,1,0.3333,1,2.29,1,0.0323,1.0,0.59,weather
649,749,108.49,23.37,0.7846,5,5,0,0.0,1,1.04,2,0.0625,1.0,0.9,aqi
650,750,133.72,22.43,0.8323,6,6,0,0.0,1,0.86,1,0.0435,1.0,0.89,curfew
651,751,145.99,27.72,0.8101,3,3,3,1.0,1,0.72,2,0.0667,1.0,0.86,aqi
652,752,132.61,32.66,0.7537,6,6,1,0.1667,1,1.0,1,0.0357,1.0,0.68,weather
653,753,140.08,19.12,0.8635,5,5,3,0.6,1,1.06,0,0.0,1.0,0.53,curfew
654,754,97.45,29.98,0.6924,6,6,2,0.3333,1,1.54,2,0.0571,1.0,0.72,weather
655,755,149.66,72.67,0.5144,5,5,6,1.2,1,0.29,5,0.5,0.4,0.35,aqi
656,756,112.39,31.99,0.7154,3,3,0,0.0,1,2.61,2,0.1429,1.0,0.43,aqi
657,757,111.44,11.59,0.896,4,4,2,0.5,1,1.55,0,0.0,1.0,0.54,curfew
658,758,120.83,32.99,0.727,3,3,1,0.3333,1,2.41,0,0.0,1.0,0.67,aqi
659,759,106.29,30.94,0.7089,5,5,2,0.4,1,0.74,1,0.0244,1.0,0.81,weather
660,760,136.73,86.48,0.3675,5,5,5,1.0,1,0.05,6,2.0,0.1667,0.43,weather
661,761,96.99,13.94,0.8563,3,3,0,0.0,1,1.7,2,0.087,1.0,0.58,aqi
662,762,100.33,19.14,0.8092,5,5,0,0.0,1,1.06,0,0.0,1.0,0.74,aqi
663,763,115.49,25.26,0.7813,4,4,1,0.25,0,11.55,5,0.625,0.0,0.18,weather
664,764,118.14,37.26,0.6846,3,3,0,0.0,1,0.67,0,0.0,1.0,0.78,weather
665,765,125.26,16.0,0.8723,4,4,2,0.5,1,0.57,2,0.1538,1.0,0.87,curfew
666,766,141.31,33.42,0.7635,4,4,1,0.25,1,1.76,0,0.0,1.0,0.81,weather
667,767,147.86,15.15,0.8975,4,4,0,0.0,1,2.93,0,0.0,1.0,0.86,curfew
668,768,116.38,38.73,0.6672,4,4,1,0.25,1,2.59,1,0.0357,1.0,0.51,weather
669,769,97.42,13.31,0.8634,5,5,1,0.2,1,1.74,2,0.0741,1.0,0.54,curfew
670,770,96.94,81.34,0.1609,5,5,8,1.6,1,0.37,3,0.375,0.3333,0.22,aqi
671,771,143.69,34.07,0.7629,3,3,2,0.6667,1,0.95,1,0.0213,1.0,0.74,aqi
672,772,97.15,21.84,0.7752,3,3,0,0.0,1,2.35,0,0.0,1.0,0.58,weather
673,773,97.37,35.14,0.6391,6,6,3,0.5,1,1.2,2,0.0408,1.0,0.7,curfew
674,774,118.55,28.09,0.7631,5,5,3,0.6,1,2.97,1,0.0278,1.0,0.47,aqi
675,775,119.84,95.13,0.2062,5,5,5,1.0,1,0.01,2,2.0,0.0,0.37,weather
676,776,99.16,28.66,0.711,5,5,0,0.0,1,2.4,2,0.0435,1.0,0.78,aqi
677,777,119.42,17.85,0.8505,6,6,2,0.3333,1,2.52,2,0.0526,1.0,0.41,weather
678,778,113.02,19.44,0.828,3,3,3,1.0,1,1.61,0,0.0,1.0,0.49,curfew
679,779,143.08,14.92,0.8957,5,5,3,0.6,1,0.84,1,0.0204,1.0,0.64,weather
680,780,129.6,30.56,0.7642,6,6,3,0.5,1,1.69,2,0.1429,1.0,0.43,aqi
681,781,127.02,20.58,0.838,6,6,2,0.3333,1,1.3,2,0.4,1.0,0.42,aqi
682,782,135.91,28.75,0.7885,3,3,3,1.0,1,0.74,1,0.0385,1.0,0.61,weather
683,783,104.08,19.36,0.814,4,4,0,0.0,1,2.78,1,0.125,1.0,0.46,weather
684,784,117.65,27.27,0.7682,5,5,2,0.4,0,15.33,6,0.75,0.0,0.49,aqi
685,785,124.35,34.25,0.7246,5,5,0,0.0,1,2.23,1,0.0588,1.0,0.65,curfew
686,786,111.8,23.08,0.7936,5,5,3,0.6,1,2.09,2,0.25,1.0,0.51,aqi
687,787,127.47,29.16,0.7712,6,6,1,0.1667,0,21.84,2,0.4,0.0,0.27,aqi
688,788,120.28,19.0,0.842,5,5,2,0.4,1,1.0,1,0.0345,1.0,0.71,aqi
689,789,142.85,28.84,0.7981,4,4,1,0.25,1,1.94,2,0.1176,1.0,0.88,curfew
690,790,146.23,25.98,0.8223,5,5,3,0.6,1,2.84,2,0.04,1.0,0.43,weather
691,791,104.42,32.39,0.6898,4,4,2,0.5,1,2.61,1,0.0333,1.0,0.83,weather
692,792,106.02,18.61,0.8245,6,6,1,0.1667,1,1.14,0,0.0,1.0,0.6,weather
693,793,137.82,16.21,0.8824,3,3,2,0.6667,0,21.2,5,0.7143,0.0,0.18,aqi
694,794,129.52,77.04,0.4052,5,5,4,0.8,1,0.48,2,0.25,0.0,0.44,weather
695,795,142.03,37.02,0.7394,5,5,3,0.6,1,2.74,2,0.0435,1.0,0.84,aqi
696,796,104.16,27.13,0.7395,4,4,0,0.0,1,1.8,2,0.0488,1.0,0.53,weather
697,797,136.39,19.4,0.8578,3,3,3,1.0,1,2.51,0,0.0,1.0,0.87,weather
698,798,148.2,18.79,0.8732,4,4,2,0.5,0,27.26,5,5.0,0.4,0.38,weather
699,799,118.49,17.39,0.8532,6,6,2,0.3333,1,2.7,1,0.0769,1.0,0.64,aqi
700,800,128.72,37.16,0.7113,3,3,0,0.0,1,2.6,0,0.0,1.0,0.75,curfew
701,801,108.56,38.75,0.6431,6,6,2,0.3333,1,2.76,0,0.0,1.0,0.67,weather
702,802,90.47,38.82,0.5709,6,6,2,0.3333,1,1.25,0,0.0,1.0,0.55,weather
703,803,142.77,33.0,0.7689,5,5,3,0.6,1,2.47,0,0.0,1.0,0.81,aqi
704,804,145.59,19.98,0.8628,6,6,3,0.5,1,2.69,0,0.0,1.0,0.75,curfew
705,805,133.75,0.0,1.0,6,5,0,0.0,1,1.5,2,0.25,0.0,0.36,weather
706,806,90.18,16.0,0.8226,4,4,2,0.5,1,1.28,0,0.0,1.0,0.48,curfew
707,807,140.82,30.57,0.7829,4,4,2,0.5,1,1.63,0,0.0,1.0,0.53,curfew
708,808,137.97,15.96,0.8843,5,5,3,0.6,1,1.42,1,0.0345,1.0,0.87,curfew
709,809,145.39,29.41,0.7977,3,3,1,0.3333,1,2.77,0,0.0,1.0,0.53,weather
710,810,105.61,0.0,1.0,6,1,0,0.0,1,1.92,6,2.0,0.0,0.11,aqi
711,811,139.64,24.82,0.8223,6,6,1,0.1667,1,2.28,1,0.0625,1.0,0.54,aqi
712,812,141.38,28.0,0.802,6,6,2,0.3333,1,2.32,1,0.0625,1.0,0.49,weather
713,813,127.06,28.15,0.7785,5,5,2,0.4,0,21.66,2,0.25,0.0,0.29,aqi
714,814,131.21,31.4,0.7607,6,6,3,0.5,1,2.34,0,0.0,1.0,0.45,weather
715,815,144.49,109.87,0.2396,4,4,8,2.0,1,0.35,2,2.0,0.0,0.3,aqi
716,816,130.28,13.97,0.8928,6,6,0,0.0,1,1.95,0,0.0,1.0,0.65,aqi
717,817,95.38,31.31,0.6717,4,4,3,0.75,1,0.85,1,0.0909,1.0,0.42,weather
718,818,134.87,37.79,0.7198,5,5,2,0.4,1,2.76,2,0.1,1.0,0.81,aqi
719,819,143.56,19.47,0.8644,6,6,3,0.5,1,2.41,2,0.1538,1.0,0.83,curfew
720,820,93.19,14.46,0.8448,6,6,1,0.1667,1,0.96,1,0.0294,1.0,0.48,aqi
721,821,92.45,20.7,0.7761,6,6,3,0.5,1,1.64,2,0.1818,1.0,0.83,weather
722,822,142.09,15.42,0.8915,4,4,1,0.25,1,2.37,2,0.0952,1.0,0.85,curfew
723,823,121.56,27.12,0.7769,3,3,3,1.0,1,2.8,1,0.0526,1.0,0.74,aqi
724,824,112.41,107.17,0.0466,3,3,4,1.3333,1,0.42,2,0.6667,0.0,0.28,aqi
725,825,125.65,10.17,0.9191,5,5,0,0.0,1,2.14,1,0.0312,1.0,0.87,curfew
726,826,102.68,11.46,0.8884,4,4,2,0.5,1,1.31,2,0.2857,1.0,0.44,curfew
727,827,105.31,17.2,0.8367,6,6,3,0.5,1,0.72,0,0.0,1.0,0.59,aqi
728,828,97.24,24.73,0.7457,4,4,3,0.75,1,2.34,2,0.087,1.0,0.7,aqi
729,829,120.76,24.69,0.7955,5,5,3,0.6,1,1.69,2,0.05,1.0,0.61,aqi
730,830,116.05,22.78,0.8037,4,4,0,0.0,1,1.78,2,0.0606,1.0,0.51,curfew
731,831,121.64,29.42,0.7581,6,6,0,0.0,1,1.23,0,0.0,1.0,0.85,aqi
732,832,131.06,19.01,0.855,4,4,1,0.25,1,1.81,2,0.0909,1.0,0.42,weather
733,833,120.64,22.39,0.8144,3,3,3,1.0,1,2.15,1,0.025,1.0,0.58,curfew
734,834,134.43,19.26,0.8567,3,3,1,0.3333,0,26.86,2,2.0,0.0,0.45,aqi
735,835,135.44,23.5,0.8265,6,6,2,0.3333,1,1.35,0,0.0,1.0,0.49,curfew
736,836,142.3,13.19,0.9073,5,5,0,0.0,1,0.51,0,0.0,1.0,0.49,aqi
737,837,142.13,38.97,0.7258,6,6,3,0.5,1,1.26,1,0.0233,1.0,0.75,curfew
738,838,95.26,14.05,0.8525,5,5,1,0.2,1,0.78,2,0.4,1.0,0.89,weather
739,839,128.98,23.07,0.8211,4,4,1,0.25,1,0.72,0,0.0,1.0,0.64,weather
740,840,132.16,0.0,1.0,4,4,0,0.0,1,1.0,6,0.75,0.1667,0.18,aqi
741,841,127.82,24.26,0.8102,3,3,2,0.6667,0,26.97,6,0.6,0.6667,0.5,weather
742,842,120.8,31.74,0.7373,6,6,3,0.5,1,1.08,2,0.2857,1.0,0.41,curfew
743,843,106.07,29.45,0.7224,3,3,3,1.0,1,0.79,2,0.0465,1.0,0.57,curfew
744,844,107.28,15.77,0.853,4,4,2,0.5,1,1.6,0,0.0,1.0,0.69,curfew
745,845,97.87,18.8,0.8079,6,6,3,0.5,1,2.9,2,0.0426,1.0,0.77,aqi
746,846,127.31,18.47,0.8549,4,4,0,0.0,1,2.17,0,0.0,1.0,0.5,curfew
747,847,146.58,24.81,0.8307,6,6,1,0.1667,1,1.02,0,0.0,1.0,0.58,aqi
748,848,100.48,35.78,0.6439,4,4,0,0.0,1,2.52,1,0.04,1.0,0.46,weather
749,849,105.47,83.61,0.2073,4,4,6,1.5,1,0.38,4,0.4444,0.0,0.44,weather
750,850,137.94,38.88,0.7181,6,6,0,0.0,1,2.94,2,0.0465,1.0,0.79,weather
751,851,120.44,15.01,0.8754,3,3,0,0.0,1,2.68,0,0.0,1.0,0.76,curfew
752,852,133.95,12.98,0.9031,6,6,2,0.3333,1,1.34,0,0.0,1.0,0.82,aqi
753,853,104.72,34.27,0.6727,3,3,2,0.6667,1,1.22,0,0.0,1.0,0.53,curfew
754,854,127.77,17.36,0.8641,5,5,3,0.6,1,2.47,1,0.0833,1.0,0.61,aqi
755,855,146.62,23.28,0.8412,5,5,0,0.0,1,2.29,0,0.0,1.0,0.44,aqi
756,856,116.04,21.8,0.8121,4,4,0,0.0,1,2.15,0,0.0,1.0,0.85,weather
757,857,115.16,36.57,0.6824,5,5,2,0.4,1,2.3,1,0.0417,1.0,0.4,aqi
758,858,132.02,23.39,0.8228,4,4,1,0.25,1,2.72,2,0.0465,1.0,0.73,curfew
759,859,136.52,36.43,0.7332,6,6,0,0.0,1,0.59,1,0.04,1.0,0.76,curfew
760,860,102.82,25.35,0.7535,5,5,2,0.4,1,1.8,2,0.0385,1.0,0.48,weather
761,861,104.48,33.22,0.682,5,5,3,0.6,1,2.97,2,0.1818,1.0,0.43,aqi
762,862,97.43,32.7,0.6644,5,5,0,0.0,1,1.62,2,0.05,1.0,0.4,aqi
763,863,111.02,18.54,0.833,4,4,1,0.25,1,2.29,2,0.0541,1.0,0.52,aqi
764,864,139.37,20.84,0.8505,4,4,0,0.0,1,0.87,1,0.0323,1.0,0.44,weather
765,865,118.58,23.38,0.8028,4,4,2,0.5,1,2.19,2,0.069,1.0,0.68,aqi
766,866,128.19,39.9,0.6887,6,6,3,0.5,1,2.33,0,0.0,1.0,0.47,weather
767,867,97.76,31.14,0.6815,6,6,0,0.0,1,2.24,1,0.0303,1.0,0.42,weather
768,868,145.3,13.56,0.9067,5,5,3,0.6,1,0.78,2,0.0741,1.0,0.54,curfew
769,869,108.3,21.23,0.804,5,5,2,0.4,1,1.71,0,0.0,1.0,0.79,aqi
770,870,102.93,102.77,0.0016,5,5,7,1.4,1,0.0,4,0.4444,0.0,0.45,aqi
771,871,123.95,37.01,0.7014,5,5,3,0.6,1,1.69,2,0.04,1.0,0.47,weather
772,872,135.7,30.02,0.7788,6,6,1,0.1667,1,2.67,0,0.0,1.0,0.8,curfew
773,873,103.97,21.86,0.7897,6,6,0,0.0,1,2.9,2,0.0625,1.0,0.54,weather
774,874,124.32,33.88,0.7275,3,3,2,0.6667,1,1.9,2,0.1818,1.0,0.68,weather
775,875,147.44,25.65,0.826,3,3,3,1.0,1,1.76,0,0.0,1.0,0.73,curfew
776,876,106.5,16.17,0.8482,3,3,3,1.0,1,0.71,2,0.0526,1.0,0.56,curfew
777,877,116.22,86.6,0.2549,3,3,8,2.6667,1,0.16,2,0.4,0.0,0.49,weather
778,878,105.33,12.69,0.8795,4,4,2,0.5,1,2.88,0,0.0,1.0,0.43,aqi
779,879,107.88,12.96,0.8799,3,3,1,0.3333,1,1.53,1,0.0417,1.0,0.59,weather
780,880,125.16,0.0,1.0,4,4,0,0.0,1,1.07,5,0.5556,0.0,0.21,aqi
781,881,93.93,10.87,0.8843,6,6,1,0.1667,1,2.78,1,0.2,1.0,0.68,curfew
782,882,135.78,29.55,0.7824,4,4,1,0.25,1,1.26,1,0.0333,1.0,0.44,curfew
783,883,112.4,39.56,0.648,4,4,1,0.25,1,1.84,2,0.0645,1.0,0.63,weather
784,884,129.18,15.02,0.8837,5,5,0,0.0,1,2.83,1,0.0294,1.0,0.7,curfew
785,885,140.55,16.38,0.8835,5,5,2,0.4,1,0.61,2,0.0392,1.0,0.68,aqi
786,886,133.5,29.98,0.7754,3,3,2,0.6667,0,14.22,4,0.4444,0.5,0.48,aqi
787,887,106.38,29.87,0.7192,6,6,2,0.3333,1,1.35,2,0.0606,1.0,0.56,curfew
788,888,118.59,0.0,1.0,3,1,0,0.0,1,1.38,6,0.8571,0.5,0.4,weather
789,889,122.32,36.78,0.6993,3,3,3,1.0,1,2.18,1,0.0385,1.0,0.81,aqi
790,890,97.49,21.11,0.7835,3,3,1,0.3333,1,1.61,2,0.1111,1.0,0.41,aqi
791,891,101.49,34.49,0.6602,5,5,2,0.4,1,2.52,0,0.0,1.0,0.89,aqi
792,892,132.42,0.0,1.0,6,2,0,0.0,1,0.11,2,0.2857,0.0,0.33,aqi
793,893,129.59,26.97,0.7919,4,4,1,0.25,1,0.66,2,0.1667,1.0,0.43,aqi
794,894,142.86,31.87,0.7769,4,4,2,0.5,1,0.98,0,0.0,1.0,0.9,curfew
795,895,130.84,36.49,0.7211,5,5,0,0.0,1,2.84,2,0.0444,1.0,0.87,weather
796,896,115.95,39.85,0.6563,5,5,2,0.4,1,0.8,1,0.027,1.0,0.65,curfew
797,897,92.82,37.55,0.5955,4,4,3,0.75,1,1.29,0,0.0,1.0,0.57,curfew
798,898,148.69,22.71,0.8473,4,4,0,0.0,1,2.79,0,0.0,1.0,0.56,weather
799,899,91.67,22.96,0.7495,3,3,0,0.0,1,1.98,1,0.0227,1.0,0.82,weather
800,900,139.95,102.87,0.265,4,4,8,2.0,1,0.4,6,3.0,0.6667,0.28,weather
801,901,95.13,11.82,0.8757,3,3,0,0.0,1,1.44,0,0.0,1.0,0.79,weather
802,902,93.29,28.32,0.6964,6,6,3,0.5,1,0.66,0,0.0,1.0,0.68,aqi
803,903,95.75,32.56,0.6599,6,6,1,0.1667,1,2.66,2,0.0435,1.0,0.41,aqi
804,904,142.8,28.58,0.7999,6,6,2,0.3333,1,2.13,0,0.0,1.0,0.63,aqi
805,905,96.16,27.86,0.7103,3,3,0,0.0,1,1.98,2,0.125,1.0,0.46,curfew
806,906,118.88,28.63,0.7592,6,6,1,0.1667,1,1.11,0,0.0,1.0,0.46,curfew
807,907,108.67,36.56,0.6636,5,5,1,0.2,1,0.87,2,0.087,1.0,0.57,aqi
